Date,Close
2/8/2013,261.95
2/11/2013,257.21
2/12/2013,258.7
2/13/2013,269.47
2/14/2013,269.24
2/15/2013,265.09
2/19/2013,269.75
2/20/2013,266.41
2/21/2013,265.94
2/22/2013,265.42
2/25/2013,259.87
2/26/2013,259.36
2/27/2013,263.25
2/28/2013,264.27
3/1/2013,265.74
3/4/2013,273.11
3/5/2013,275.59
3/6/2013,273.79
3/7/2013,273.88
3/8/2013,274.19
3/11/2013,271.24
3/12/2013,274.13
3/13/2013,275.1
3/14/2013,265.74
3/15/2013,261.82
3/18/2013,257.89
3/19/2013,256.41
3/20/2013,257.278
3/21/2013,253.39
3/22/2013,257.75
3/25/2013,256.02
3/26/2013,260.31
3/27/2013,265.3
3/28/2013,266.49
4/1/2013,261.61
4/2/2013,263.322
4/3/2013,259.03
4/4/2013,259.08
4/5/2013,255.48
4/8/2013,258.95
4/9/2013,261.14
4/10/2013,264.77
4/11/2013,269.85
4/12/2013,272.87
4/15/2013,267.72
4/16/2013,272.34
4/17/2013,267.4
4/18/2013,259.42
4/19/2013,260.32
4/22/2013,263.55
4/23/2013,268.9
4/24/2013,268.78
4/25/2013,274.7
4/26/2013,254.81
4/29/2013,249.74
4/30/2013,253.81
5/1/2013,248.23
5/2/2013,252.55
5/3/2013,258.05
5/6/2013,255.72
5/7/2013,257.73
5/8/2013,258.68
5/9/2013,260.16
5/10/2013,263.63
5/13/2013,264.51
5/14/2013,268.33
5/15/2013,266.56
5/16/2013,264.12
5/17/2013,269.9
5/20/2013,267.63
5/21/2013,268.86
5/22/2013,262.96
5/23/2013,261.8
5/24/2013,261.74
5/28/2013,267.29
5/29/2013,265.53
5/30/2013,266.83
5/31/2013,269.2
6/3/2013,266.88
6/4/2013,265.7
6/5/2013,267.17
6/6/2013,267.83
6/7/2013,276.87
6/10/2013,281.07
6/11/2013,274.78
6/12/2013,271.67
6/13/2013,275.79
6/14/2013,273.99
6/17/2013,278.06
6/18/2013,281.76
6/19/2013,278.16
6/20/2013,273.44
6/21/2013,273.36
6/24/2013,270.61
6/25/2013,272.088
6/26/2013,277.57
6/27/2013,277.55
6/28/2013,277.69
7/1/2013,282.1
7/2/2013,283.73
7/3/2013,284.03
7/5/2013,285.88
7/8/2013,290.59
7/9/2013,291.53
7/10/2013,292.33
7/11/2013,299.66
7/12/2013,307.55
7/15/2013,306.57
7/16/2013,306.87
7/17/2013,308.69
7/18/2013,304.11
7/19/2013,305.23
7/22/2013,303.48
7/23/2013,301.06
7/24/2013,298.94
7/25/2013,303.4
7/26/2013,312.01
7/29/2013,306.1
7/30/2013,302.41
7/31/2013,301.22
8/1/2013,305.57
8/2/2013,304.21
8/5/2013,300.99
8/6/2013,300.75
8/7/2013,296.91
8/8/2013,295.74
8/9/2013,297.26
8/12/2013,296.69
8/13/2013,293.97
8/14/2013,291.34
8/15/2013,286.47
8/16/2013,284.82
8/19/2013,285.57
8/20/2013,287.09
8/21/2013,284.57
8/22/2013,289.73
8/23/2013,290.01
8/26/2013,286.21
8/27/2013,280.93
8/28/2013,281.58
8/29/2013,283.98
8/30/2013,280.98
9/3/2013,288.8
9/4/2013,293.64
9/5/2013,294.1
9/6/2013,295.86
9/9/2013,299.71
9/10/2013,300.36
9/11/2013,299.64
9/12/2013,298.86
9/13/2013,297.92
9/16/2013,296.06
9/17/2013,304.17
9/18/2013,312.034
9/19/2013,312.06
9/20/2013,316.34
9/23/2013,311.49
9/24/2013,314.13
9/25/2013,312.65
9/26/2013,318.12
9/27/2013,316.01
9/30/2013,312.64
10/1/2013,320.95
10/2/2013,320.51
10/3/2013,314.76
10/4/2013,319.04
10/7/2013,310.03
10/8/2013,303.23
10/9/2013,298.23
10/10/2013,305.174
10/11/2013,310.889
10/14/2013,310.7
10/15/2013,306.4
10/16/2013,310.49
10/17/2013,310.77
10/18/2013,328.931
10/21/2013,326.44
10/22/2013,332.54
10/23/2013,326.756
10/24/2013,332.21
10/25/2013,363.39
10/28/2013,358.16
10/29/2013,362.7
10/30/2013,361.08
10/31/2013,364.03
11/1/2013,359.002
11/4/2013,358.74
11/5/2013,358.892
11/6/2013,356.18
11/7/2013,343.56
11/8/2013,350.31
11/11/2013,354.378
11/12/2013,349.53
11/13/2013,356.22
11/14/2013,367.396
11/15/2013,369.17
11/18/2013,366.18
11/19/2013,364.94
11/20/2013,362.57
11/21/2013,368.92
11/22/2013,372.31
11/25/2013,376.64
11/26/2013,381.37
11/27/2013,386.71
11/29/2013,393.62
12/2/2013,392.3
12/3/2013,384.66
12/4/2013,385.96
12/5/2013,384.49
12/6/2013,386.95
12/9/2013,384.89
12/10/2013,387.78
12/11/2013,382.19
12/12/2013,381.25
12/13/2013,384.24
12/16/2013,388.97
12/17/2013,387.65
12/18/2013,395.96
12/19/2013,395.19
12/20/2013,402.2
12/23/2013,402.92
12/24/2013,399.2
12/26/2013,404.39
12/27/2013,398.08
12/30/2013,393.37
12/31/2013,398.79
1/2/2014,397.97
1/3/2014,396.44
1/6/2014,393.63
1/7/2014,398.03
1/8/2014,401.92
1/9/2014,401.01
1/10/2014,397.66
1/13/2014,390.98
1/14/2014,397.54
1/15/2014,395.87
1/16/2014,395.8
1/17/2014,399.61
1/21/2014,407.05
1/22/2014,404.54
1/23/2014,399.87
1/24/2014,387.6
1/27/2014,386.28
1/28/2014,394.43
1/29/2014,384.2
1/30/2014,403.01
1/31/2014,358.69
2/3/2014,346.15
2/4/2014,347.95
2/5/2014,346.45
2/6/2014,354.59
2/7/2014,361.08
2/10/2014,360.87
2/11/2014,361.79
2/12/2014,349.25
2/13/2014,357.2
2/14/2014,357.35
2/18/2014,353.65
2/19/2014,347.38
2/20/2014,349.8
2/21/2014,346.76
2/24/2014,351.78
2/25/2014,358.32
2/26/2014,359.8
2/27/2014,360.13
2/28/2014,362.1
3/3/2014,359.78
3/4/2014,363.9
3/5/2014,372.37
3/6/2014,372.16
3/7/2014,372.06
3/10/2014,370.53
3/11/2014,368.82
3/12/2014,370.64
3/13/2014,371.51
3/14/2014,373.74
3/17/2014,375.04
3/18/2014,378.77
3/19/2014,373.23
3/20/2014,368.97
3/21/2014,360.62
3/24/2014,351.85
3/25/2014,354.71
3/26/2014,343.41
3/27/2014,338.47
3/28/2014,338.29
3/31/2014,336.365
4/1/2014,342.99
4/2/2014,341.96
4/3/2014,333.62
4/4/2014,323
4/7/2014,317.76
4/8/2014,327.07
4/9/2014,331.805
4/10/2014,317.11
4/11/2014,311.73
4/14/2014,315.91
4/15/2014,316.08
4/16/2014,323.68
4/17/2014,324.91
4/21/2014,330.87
4/22/2014,329.32
4/23/2014,324.58
4/24/2014,337.15
4/25/2014,303.83
4/28/2014,296.58
4/29/2014,300.38
4/30/2014,304.13
5/1/2014,307.89
5/2/2014,308.01
5/5/2014,310.05
5/6/2014,297.38
5/7/2014,292.71
5/8/2014,288.32
5/9/2014,292.24
5/12/2014,302.86
5/13/2014,304.64
5/14/2014,297.62
5/15/2014,295.19
5/16/2014,297.7
5/19/2014,296.755
5/20/2014,301.19
5/21/2014,305.01
5/22/2014,304.91
5/23/2014,312.24
5/27/2014,310.82
5/28/2014,310.16
5/29/2014,313.78
5/30/2014,312.55
6/2/2014,308.84
6/3/2014,307.19
6/4/2014,306.78
6/5/2014,323.57
6/6/2014,329.67
6/9/2014,327.5
6/10/2014,332.41
6/11/2014,335.2
6/12/2014,325.91
6/13/2014,326.27
6/16/2014,327.62
6/17/2014,325.62
6/18/2014,334.38
6/19/2014,327
6/20/2014,324.2
6/23/2014,327.24
6/24/2014,324.16
6/25/2014,327.44
6/26/2014,325.69
6/27/2014,324.57
6/30/2014,324.78
7/1/2014,332.39
7/2/2014,332.85
7/3/2014,337.492
7/7/2014,333.55
7/8/2014,323.81
7/9/2014,329.97
7/10/2014,327.92
7/11/2014,346.2
7/14/2014,355.32
7/15/2014,354.44
7/16/2014,355.9
7/17/2014,352.454
7/18/2014,358.66
7/21/2014,359.76
7/22/2014,360.84
7/23/2014,358.14
7/24/2014,358.61
7/25/2014,324.01
7/28/2014,320.41
7/29/2014,320
7/30/2014,322.51
7/31/2014,312.99
8/1/2014,307.06
8/4/2014,313.65
8/5/2014,312.32
8/6/2014,313.89
8/7/2014,311.45
8/8/2014,316.8
8/11/2014,318.33
8/12/2014,319.32
8/13/2014,326.28
8/14/2014,333.21
8/15/2014,333.63
8/18/2014,334.53
8/19/2014,335.13
8/20/2014,335.78
8/21/2014,332.91
8/22/2014,331.59
8/25/2014,334.02
8/26/2014,341.83
8/27/2014,343.18
8/28/2014,340.02
8/29/2014,339.04
9/2/2014,342.38
9/3/2014,339
9/4/2014,345.95
9/5/2014,346.38
9/8/2014,342.34
9/9/2014,329.75
9/10/2014,331.33
9/11/2014,330.52
9/12/2014,331.19
9/15/2014,323.89
9/16/2014,327.76
9/17/2014,324
9/18/2014,325
9/19/2014,331.32
9/22/2014,324.5
9/23/2014,323.63
9/24/2014,328.21
9/25/2014,321.93
9/26/2014,323.21
9/29/2014,321.82
9/30/2014,322.44
10/1/2014,317.46
10/2/2014,318.41
10/3/2014,322.74
10/6/2014,322.2
10/7/2014,316.98
10/8/2014,322.7
10/9/2014,315.37
10/10/2014,311.39
10/13/2014,306.45
10/14/2014,308.31
10/15/2014,305.97
10/16/2014,302.86
10/17/2014,303.64
10/20/2014,306.21
10/21/2014,315.33
10/22/2014,312.97
10/23/2014,313.18
10/24/2014,287.06
10/27/2014,289.97
10/28/2014,295.59
10/29/2014,294.12
10/30/2014,299.07
10/31/2014,305.46
11/3/2014,305.72
11/4/2014,302.81
11/5/2014,296.52
11/6/2014,296.64
11/7/2014,299.86
11/10/2014,305.11
11/11/2014,312.01
11/12/2014,311.51
11/13/2014,316.48
11/14/2014,327.82
11/17/2014,323.05
11/18/2014,324.93
11/19/2014,326.54
11/20/2014,330.54
11/21/2014,332.63
11/24/2014,335.64
11/25/2014,335.04
11/26/2014,333.57
11/28/2014,338.64
12/1/2014,326
12/2/2014,326.31
12/3/2014,316.5
12/4/2014,316.93
12/5/2014,312.63
12/8/2014,306.64
12/9/2014,312.5
12/10/2014,305.84
12/11/2014,307.36
12/12/2014,307.32
12/15/2014,306.07
12/16/2014,295.06
12/17/2014,298.88
12/18/2014,297.73
12/19/2014,299.9
12/22/2014,306.54
12/23/2014,306.285
12/24/2014,303.03
12/26/2014,309.09
12/29/2014,312.04
12/30/2014,310.3
12/31/2014,310.35
1/2/2015,308.52
1/5/2015,302.19
1/6/2015,295.29
1/7/2015,298.42
1/8/2015,300.46
1/9/2015,296.93
1/12/2015,291.41
1/13/2015,294.74
1/14/2015,293.27
1/15/2015,286.95
1/16/2015,290.74
1/20/2015,289.44
1/21/2015,297.25
1/22/2015,310.32
1/23/2015,312.39
1/26/2015,309.66
1/27/2015,306.75
1/28/2015,303.91
1/29/2015,311.78
1/30/2015,354.53
2/2/2015,364.47
2/3/2015,363.55
2/4/2015,364.75
2/5/2015,373.89
2/6/2015,374.28
2/9/2015,370.56
2/10/2015,372.995
2/11/2015,375.14
2/12/2015,377.17
2/13/2015,381.83
2/17/2015,375.43
2/18/2015,373.37
2/19/2015,378.995
2/20/2015,383.66
2/23/2015,380.14
2/24/2015,378.59
2/25/2015,385.37
2/26/2015,384.8
2/27/2015,380.16
3/2/2015,385.655
3/3/2015,384.61
3/4/2015,382.72
3/5/2015,387.83
3/6/2015,380.09
3/9/2015,378.56
3/10/2015,369.51
3/11/2015,366.37
3/12/2015,374.24
3/13/2015,370.58
3/16/2015,373.35
3/17/2015,371.92
3/18/2015,375.135
3/19/2015,373.24
3/20/2015,378.49
3/23/2015,375.11
3/24/2015,374.09
3/25/2015,370.96
3/26/2015,367.35
3/27/2015,370.56
3/30/2015,374.59
3/31/2015,372.1
4/1/2015,370.255
4/2/2015,372.25
4/6/2015,377.04
4/7/2015,374.41
4/8/2015,381.2
4/9/2015,383.54
4/10/2015,382.65
4/13/2015,382.36
4/14/2015,385.11
4/15/2015,383.45
4/16/2015,386.04
4/17/2015,375.56
4/20/2015,389.51
4/21/2015,391.18
4/22/2015,389.8
4/23/2015,389.99
4/24/2015,445.1
4/27/2015,438.56
4/28/2015,429.31
4/29/2015,429.37
4/30/2015,421.78
5/1/2015,422.87
5/4/2015,423.04
5/5/2015,421.19
5/6/2015,419.1
5/7/2015,426.88
5/8/2015,433.69
5/11/2015,432.85
5/12/2015,431.02
5/13/2015,426.87
5/14/2015,432.28
5/15/2015,426
5/18/2015,425.24
5/19/2015,421.71
5/20/2015,423.86
5/21/2015,431.63
5/22/2015,427.63
5/26/2015,425.47
5/27/2015,431.42
5/28/2015,426.57
5/29/2015,429.23
6/1/2015,430.92
6/2/2015,430.99
6/3/2015,436.59
6/4/2015,430.78
6/5/2015,426.95
6/8/2015,423.5
6/9/2015,425.48
6/10/2015,430.77
6/11/2015,432.97
6/12/2015,429.92
6/15/2015,423.67
6/16/2015,427.26
6/17/2015,427.81
6/18/2015,439.39
6/19/2015,434.92
6/22/2015,436.29
6/23/2015,445.99
6/24/2015,440.84
6/25/2015,440.1
6/26/2015,438.1
6/29/2015,429.86
6/30/2015,434.09
7/1/2015,437.39
7/2/2015,437.71
7/6/2015,436.04
7/7/2015,436.72
7/8/2015,429.7
7/9/2015,434.39
7/10/2015,443.51
7/13/2015,455.57
7/14/2015,465.57
7/15/2015,461.19
7/16/2015,475.48
7/17/2015,483.01
7/20/2015,488.1
7/21/2015,488
7/22/2015,488.27
7/23/2015,482.18
7/24/2015,529.42
7/27/2015,531.41
7/28/2015,526.03
7/29/2015,529
7/30/2015,536.76
7/31/2015,536.15
8/3/2015,535.03
8/4/2015,531.9
8/5/2015,537.01
8/6/2015,529.46
8/7/2015,522.62
8/10/2015,524
8/11/2015,527.46
8/12/2015,525.91
8/13/2015,529.66
8/14/2015,531.52
8/17/2015,535.22
8/18/2015,535.02
8/19/2015,532.92
8/20/2015,515.78
8/21/2015,494.47
8/24/2015,463.37
8/25/2015,466.37
8/26/2015,500.77
8/27/2015,518.37
8/28/2015,518.01
8/31/2015,512.89
9/1/2015,496.54
9/2/2015,510.55
9/3/2015,504.72
9/4/2015,499
9/8/2015,517.54
9/9/2015,516.89
9/10/2015,522.24
9/11/2015,529.44
9/14/2015,521.38
9/15/2015,522.37
9/16/2015,527.39
9/17/2015,538.87
9/18/2015,540.26
9/21/2015,548.39
9/22/2015,538.4
9/23/2015,536.07
9/24/2015,533.75
9/25/2015,524.25
9/28/2015,504.06
9/29/2015,496.07
9/30/2015,511.89
10/1/2015,520.72
10/2/2015,532.54
10/5/2015,543.68
10/6/2015,537.48
10/7/2015,541.94
10/8/2015,533.16
10/9/2015,539.8
10/12/2015,550.19
10/13/2015,548.9
10/14/2015,544.83
10/15/2015,562.44
10/16/2015,570.76
10/19/2015,573.15
10/20/2015,560.88
10/21/2015,555.77
10/22/2015,563.91
10/23/2015,599.03
10/26/2015,608.61
10/27/2015,611.01
10/28/2015,617.1
10/29/2015,626.55
10/30/2015,625.9
11/2/2015,628.35
11/3/2015,625.31
11/4/2015,640.95
11/5/2015,655.65
11/6/2015,659.37
11/9/2015,655.49
11/10/2015,659.68
11/11/2015,673.25
11/12/2015,665.6
11/13/2015,642.35
11/16/2015,647.81
11/17/2015,643.3
11/18/2015,663.54
11/19/2015,661.27
11/20/2015,668.45
11/23/2015,678.99
11/24/2015,671.15
11/25/2015,675.34
11/27/2015,673.26
11/30/2015,664.8
12/1/2015,679.06
12/2/2015,676.01
12/3/2015,666.25
12/4/2015,672.64
12/7/2015,669.83
12/8/2015,677.33
12/9/2015,664.79
12/10/2015,662.32
12/11/2015,640.15
12/14/2015,657.91
12/15/2015,658.64
12/16/2015,675.77
12/17/2015,670.65
12/18/2015,664.14
12/21/2015,664.51
12/22/2015,663.15
12/23/2015,663.7
12/24/2015,662.79
12/28/2015,675.2
12/29/2015,693.97
12/30/2015,689.07
12/31/2015,675.89
1/4/2016,636.99
1/5/2016,633.79
1/6/2016,632.65
1/7/2016,607.94
1/8/2016,607.05
1/11/2016,617.74
1/12/2016,617.89
1/13/2016,581.81
1/14/2016,593
1/15/2016,570.18
1/19/2016,574.48
1/20/2016,571.77
1/21/2016,575.02
1/22/2016,596.38
1/25/2016,596.53
1/26/2016,601.25
1/27/2016,583.35
1/28/2016,635.35
1/29/2016,587
2/1/2016,574.81
2/2/2016,552.1
2/3/2016,531.07
2/4/2016,536.26
2/5/2016,502.13
2/8/2016,488.1
2/9/2016,482.07
2/10/2016,490.48
2/11/2016,503.82
2/12/2016,507.08
2/16/2016,521.1
2/17/2016,534.1
2/18/2016,525
2/19/2016,534.9
2/22/2016,559.5
2/23/2016,552.94
2/24/2016,554.04
2/25/2016,555.15
2/26/2016,555.23
2/29/2016,552.52
3/1/2016,579.04
3/2/2016,580.21
3/3/2016,577.49
3/4/2016,575.14
3/7/2016,562.8
3/8/2016,560.26
3/9/2016,559.47
3/10/2016,558.93
3/11/2016,569.61
3/14/2016,573.37
3/15/2016,577.02
3/16/2016,574.27
3/17/2016,559.44
3/18/2016,552.08
3/21/2016,553.98
3/22/2016,560.48
3/23/2016,569.63
3/24/2016,582.95
3/28/2016,579.87
3/29/2016,593.86
3/30/2016,598.69
3/31/2016,593.64
4/1/2016,598.5
4/4/2016,593.19
4/5/2016,586.14
4/6/2016,602.08
4/7/2016,591.43
4/8/2016,594.6
4/11/2016,595.93
4/12/2016,603.17
4/13/2016,614.82
4/14/2016,620.75
4/15/2016,625.89
4/18/2016,635.35
4/19/2016,627.9
4/20/2016,632.99
4/21/2016,631
4/22/2016,620.5
4/25/2016,626.2
4/26/2016,616.88
4/27/2016,606.57
4/28/2016,602
4/29/2016,659.59
5/2/2016,683.85
5/3/2016,671.32
5/4/2016,670.9
5/5/2016,659.09
5/6/2016,673.95
5/9/2016,679.75
5/10/2016,703.07
5/11/2016,713.23
5/12/2016,717.93
5/13/2016,709.92
5/16/2016,710.66
5/17/2016,695.27
5/18/2016,697.45
5/19/2016,698.52
5/20/2016,702.8
5/23/2016,696.75
5/24/2016,704.2
5/25/2016,708.35
5/26/2016,714.91
5/27/2016,712.24
5/31/2016,722.79
6/1/2016,719.44
6/2/2016,728.24
6/3/2016,725.54
6/6/2016,726.73
6/7/2016,723.74
6/8/2016,726.64
6/9/2016,727.65
6/10/2016,717.91
6/13/2016,715.24
6/14/2016,719.3
6/15/2016,714.26
6/16/2016,717.51
6/17/2016,706.39
6/20/2016,714.01
6/21/2016,715.82
6/22/2016,710.6
6/23/2016,722.08
6/24/2016,698.96
6/27/2016,691.36
6/28/2016,707.95
6/29/2016,715.6
6/30/2016,715.62
7/1/2016,725.68
7/5/2016,728.1
7/6/2016,737.61
7/7/2016,736.57
7/8/2016,745.81
7/11/2016,753.78
7/12/2016,748.21
7/13/2016,742.63
7/14/2016,741.2
7/15/2016,735.44
7/18/2016,736.07
7/19/2016,739.95
7/20/2016,745.72
7/21/2016,744.43
7/22/2016,744.86
7/25/2016,739.61
7/26/2016,735.59
7/27/2016,736.67
7/28/2016,752.61
7/29/2016,758.81
8/1/2016,767.74
8/2/2016,760.58
8/3/2016,754.64
8/4/2016,760.77
8/5/2016,765.98
8/8/2016,766.56
8/9/2016,768.31
8/10/2016,768.56
8/11/2016,771.24
8/12/2016,772.56
8/15/2016,768.49
8/16/2016,764.04
8/17/2016,764.63
8/18/2016,764.46
8/19/2016,757.31
8/22/2016,759.48
8/23/2016,762.45
8/24/2016,757.25
8/25/2016,759.22
8/26/2016,769
8/29/2016,771.29
8/30/2016,767.58
8/31/2016,769.16
9/1/2016,770.62
9/2/2016,772.44
9/6/2016,788.87
9/7/2016,784.48
9/8/2016,784.06
9/9/2016,760.14
9/12/2016,771.49
9/13/2016,761.01
9/14/2016,761.09
9/15/2016,769.69
9/16/2016,778.52
9/19/2016,775.1
9/20/2016,780.22
9/21/2016,789.74
9/22/2016,804.7
9/23/2016,805.75
9/26/2016,799.16
9/27/2016,816.11
9/28/2016,828.72
9/29/2016,829.05
9/30/2016,837.31
10/3/2016,836.74
10/4/2016,834.03
10/5/2016,844.36
10/6/2016,841.66
10/7/2016,839.43
10/10/2016,841.71
10/11/2016,831
10/12/2016,834.09
10/13/2016,829.28
10/14/2016,822.96
10/17/2016,812.95
10/18/2016,817.65
10/19/2016,817.69
10/20/2016,810.32
10/21/2016,818.99
10/24/2016,838.09
10/25/2016,835.18
10/26/2016,822.59
10/27/2016,818.36
10/28/2016,776.32
10/31/2016,789.82
11/1/2016,785.41
11/2/2016,765.56
11/3/2016,767.03
11/4/2016,755.05
11/7/2016,784.93
11/8/2016,787.75
11/9/2016,771.88
11/10/2016,742.38
11/11/2016,739.01
11/14/2016,719.07
11/15/2016,743.24
11/16/2016,746.49
11/17/2016,756.4
11/18/2016,760.16
11/21/2016,780
11/22/2016,785.33
11/23/2016,780.12
11/25/2016,780.37
11/28/2016,766.77
11/29/2016,762.52
11/30/2016,750.57
12/1/2016,743.65
12/2/2016,740.34
12/5/2016,759.36
12/6/2016,764.72
12/7/2016,770.42
12/8/2016,767.33
12/9/2016,768.66
12/12/2016,760.12
12/13/2016,774.34
12/14/2016,768.82
12/15/2016,761
12/16/2016,757.77
12/19/2016,766
12/20/2016,771.22
12/21/2016,770.6
12/22/2016,766.34
12/23/2016,760.59
12/27/2016,771.4
12/28/2016,772.13
12/29/2016,765.15
12/30/2016,749.87
1/3/2017,753.67
1/4/2017,757.18
1/5/2017,780.45
1/6/2017,795.99
1/9/2017,796.92
1/10/2017,795.9
1/11/2017,799.02
1/12/2017,813.64
1/13/2017,817.14
1/17/2017,809.72
1/18/2017,807.48
1/19/2017,809.04
1/20/2017,808.33
1/23/2017,817.88
1/24/2017,822.44
1/25/2017,836.52
1/26/2017,839.15
1/27/2017,835.77
1/30/2017,830.38
1/31/2017,823.48
2/1/2017,832.35
2/2/2017,839.95
2/3/2017,810.2
2/6/2017,807.64
2/7/2017,812.5
2/8/2017,819.71
2/9/2017,821.36
2/10/2017,827.46
2/13/2017,836.53
2/14/2017,836.39
2/15/2017,842.7
2/16/2017,844.14
2/17/2017,845.07
2/21/2017,856.44
2/22/2017,855.61
2/23/2017,852.19
2/24/2017,845.24
2/27/2017,848.64
2/28/2017,845.04
3/1/2017,853.08
3/2/2017,848.91
3/3/2017,849.88
3/6/2017,846.61
3/7/2017,846.02
3/8/2017,850.5
3/9/2017,853
3/10/2017,852.46
3/13/2017,854.59
3/14/2017,852.53
3/15/2017,852.97
3/16/2017,853.42
3/17/2017,852.31
3/20/2017,856.97
3/21/2017,843.2
3/22/2017,848.06
3/23/2017,847.38
3/24/2017,845.61
3/27/2017,846.82
3/28/2017,856
3/29/2017,874.32
3/30/2017,876.34
3/31/2017,886.54
4/3/2017,891.51
4/4/2017,906.83
4/5/2017,909.28
4/6/2017,898.28
4/7/2017,894.88
4/10/2017,907.04
4/11/2017,902.36
4/12/2017,896.23
4/13/2017,884.67
4/17/2017,901.99
4/18/2017,903.78
4/19/2017,899.2
4/20/2017,902.06
4/21/2017,898.53
4/24/2017,907.41
4/25/2017,907.62
4/26/2017,909.29
4/27/2017,918.38
4/28/2017,924.99
5/1/2017,948.23
5/2/2017,946.94
5/3/2017,941.03
5/4/2017,937.53
5/5/2017,934.15
5/8/2017,949.04
5/9/2017,952.82
5/10/2017,948.95
5/11/2017,947.62
5/12/2017,961.35
5/15/2017,957.97
5/16/2017,966.07
5/17/2017,944.76
5/18/2017,958.49
5/19/2017,959.84
5/22/2017,970.67
5/23/2017,971.54
5/24/2017,980.35
5/25/2017,993.38
5/26/2017,995.78
5/30/2017,996.7
5/31/2017,994.62
6/1/2017,995.95
6/2/2017,1006.73
6/5/2017,1011.34
6/6/2017,1003
6/7/2017,1010.07
6/8/2017,1010.27
6/9/2017,978.31
6/12/2017,964.91
6/13/2017,980.79
6/14/2017,976.47
6/15/2017,964.17
6/16/2017,987.71
6/19/2017,995.17
6/20/2017,992.59
6/21/2017,1002.23
6/22/2017,1001.3
6/23/2017,1003.74
6/26/2017,993.98
6/27/2017,976.78
6/28/2017,990.33
6/29/2017,975.93
6/30/2017,968
7/3/2017,953.66
7/5/2017,971.4
7/6/2017,965.14
7/7/2017,978.76
7/10/2017,996.47
7/11/2017,994.13
7/12/2017,1006.51
7/13/2017,1000.63
7/14/2017,1001.81
7/17/2017,1010.04
7/18/2017,1024.45
7/19/2017,1026.87
7/20/2017,1028.7
7/21/2017,1025.67
7/24/2017,1038.95
7/25/2017,1039.87
7/26/2017,1052.8
7/27/2017,1046
7/28/2017,1020.04
7/31/2017,987.78
8/1/2017,992.27
8/2/2017,995.89
8/3/2017,986.92
8/4/2017,987.58
8/7/2017,992.27
8/8/2017,989.84
8/9/2017,982.01
8/10/2017,956.92
8/11/2017,967.99
8/14/2017,983.3
8/15/2017,982.74
8/16/2017,978.18
8/17/2017,960.57
8/18/2017,958.47
8/21/2017,953.29
8/22/2017,966.9
8/23/2017,958
8/24/2017,952.45
8/25/2017,945.26
8/28/2017,946.02
8/29/2017,954.06
8/30/2017,967.59
8/31/2017,980.6
9/1/2017,978.25
9/5/2017,965.27
9/6/2017,967.8
9/7/2017,979.47
9/8/2017,965.9
9/11/2017,977.96
9/12/2017,982.58
9/13/2017,999.6
9/14/2017,992.21
9/15/2017,986.79
9/18/2017,974.19
9/19/2017,969.86
9/20/2017,973.21
9/21/2017,964.65
9/22/2017,955.1
9/25/2017,939.79
9/26/2017,938.6
9/27/2017,950.87
9/28/2017,956.4
9/29/2017,961.35
10/2/2017,959.19
10/3/2017,957.1
10/4/2017,965.45
10/5/2017,980.85
10/6/2017,989.58
10/9/2017,990.99
10/10/2017,987.2
10/11/2017,995
10/12/2017,1000.93
10/13/2017,1002.94
10/16/2017,1006.34
10/17/2017,1009.13
10/18/2017,997
10/19/2017,986.61
10/20/2017,982.91
10/23/2017,966.3
10/24/2017,975.9
10/25/2017,972.91
10/26/2017,972.43
10/27/2017,1100.95
10/30/2017,1110.85
10/31/2017,1105.28
11/1/2017,1103.68
11/2/2017,1094.22
11/3/2017,1111.6
11/6/2017,1120.66
11/7/2017,1123.17
11/8/2017,1132.88
11/9/2017,1129.13
11/10/2017,1125.35
11/13/2017,1129.17
11/14/2017,1136.84
11/15/2017,1126.69
11/16/2017,1137.29
11/17/2017,1129.88
11/20/2017,1126.31
11/21/2017,1139.49
11/22/2017,1156.16
11/24/2017,1186
11/27/2017,1195.83
11/28/2017,1193.6
11/29/2017,1161.27
11/30/2017,1176.75
12/1/2017,1162.35
12/4/2017,1133.95
12/5/2017,1141.57
12/6/2017,1152.35
12/7/2017,1159.79
12/8/2017,1162
12/11/2017,1168.92
12/12/2017,1165.08
12/13/2017,1164.13
12/14/2017,1174.26
12/15/2017,1179.14
12/18/2017,1190.58
12/19/2017,1187.38
12/20/2017,1177.62
12/21/2017,1174.76
12/22/2017,1168.36
12/26/2017,1176.76
12/27/2017,1182.26
12/28/2017,1186.1
12/29/2017,1169.47
1/2/2018,1189.01
1/3/2018,1204.2
1/4/2018,1209.59
1/5/2018,1229.14
1/8/2018,1246.87
1/9/2018,1252.7
1/10/2018,1254.33
1/11/2018,1276.68
1/12/2018,1305.2
1/16/2018,1304.86
1/17/2018,1295
1/18/2018,1293.32
1/19/2018,1294.58
1/22/2018,1327.31
1/23/2018,1362.54
1/24/2018,1357.51
1/25/2018,1377.95
1/26/2018,1402.05
1/29/2018,1417.68
1/30/2018,1437.82
1/31/2018,1450.89
2/1/2018,1390
2/2/2018,1429.95
2/5/2018,1390
2/6/2018,1442.84
2/7/2018,1416.78
